premise,hypothesis,label,o_index,id
a chubby faced boy is wearing sunglasses,a chubby faced boy is wearing dark glasses,entailment,4240,8300
a chubby faced boy is wearing sunglasses,sunglasses are being worn by a boy,entailment,4241,8304
a chubby faced boy is wearing sunglasses,a girl is wearing sunglasses,neutral,4242,8305
a chubby faced boy is wearing sunglasses,a boy is wearing sunglasses,entailment,4243,8306
children are being dressed in costumes and playing a game,kids are being dressed in costumes and playing a game,entailment,4244,8307
kids are being dressed in costumes and playing a game,a young boy with painted face is standing next to some other children,neutral,4245,8312
a young girl with painted face is standing next to some other children,kids are not dressed in costumes and playing a game,neutral,4246,8314
dogs are racing on a track,dogs are running on a track,entailment,4247,8316
dogs are racing on a track,there is no dog racing on a track,contradiction,4248,8317
a horse is not racing,dogs are racing on a track,neutral,4249,8321
a horse is racing,there is no dog racing on a track,neutral,4250,8323
two bmx bikers are jumping dirt ramps in front of the water,two bmx bikers are jumping dirt ramps in front of a body of water,entailment,4251,8325
some bikers are doing acrobatics on a track near water and a skyline,some bikers are getting airborne on a track near water and a skyline,entailment,4252,8327
some bikers are getting airborne on a track near water and a skyline,some bikers are not getting airborne on a track near water and a skyline,contradiction,4253,8328
two bmx bikers are jumping dirt ramps in front of a body of water,some bikers are doing acrobatics on a track near water and a skyline,neutral,4254,8329
two bmx bikers are jumping dirt ramps in front of a body of water,some bikers are not getting airborne on a track near water and a skyline,neutral,4255,8330
two bmx bikers are jumping dirt ramps in front of the water,some bikers are getting airborne on a track near water and a skyline,entailment,4256,8331
two bmx bikers are jumping dirt ramps in front of a body of water,some bikers are getting airborne on a track near water and a skyline,neutral,4257,8333
a man is doing a trick on a skateboard,a man is doing a trick on a bike,neutral,4258,8335
a man is doing a skateboard trick on an outdoor park porch,a man is doing a skateboard trick on a park porch,entailment,4259,8336
a man is doing a skateboard trick on a park porch,a man is doing a trick on a skateboard,entailment,4260,8338
a woman is doing a skateboard trick on an outdoor park porch,a man is doing a trick on a skateboard,neutral,4261,8339
a man is doing a skateboard trick on an outdoor park porch,a person is doing a trick on a skateboard,entailment,4262,8340
a man in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle,a racer in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle,entailment,4263,8345
a man in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle,a person in a motocross uniform is wearing a helmet and rides a red motorcycle,neutral,4264,8347
a racer in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle,a man in a motocross uniform is wearing a helmet and rides a red motorcycle,entailment,4265,8349
a racer in full gear is wearing a helmet with sponsor logos and is riding a red sport motorcycle,a person in a motocross uniform is wearing a helmet and rides a red motorcycle,neutral,4266,8351
people are sitting at square tables in a red room,people are sitting at tables in a red room,entailment,4267,8352
several people are sitting at small tables in a light room,several people are sitting at small tables in a darkened room,neutral,4268,8355
people are sitting at square tables in a red room,several people are sitting at little tables in a darkened room,neutral,4269,8356
several people are sitting at small tables in a darkened room,people are sitting at tables in a red room,neutral,4270,8358
several people are sitting at small tables in a darkened room,people are sitting at square tables in a red room,neutral,4271,8360
a boy is jumping off the side of a water fountain made of stone in front of a building,a boy is jumping off the side of a stone water fountain in front of a building,entailment,4272,8363
a boy in a striped shirt is jumping in front of a water fountain,a boy is jumping on the side of a stone water fountain in front of a building,neutral,4273,8366
a boy is jumping off the side of a stone water fountain in front of a building,a boy in a striped shirt is playing in front of a water fountain,neutral,4274,8367
a boy is jumping off the side of a stone water fountain in front of a building,a boy in a striped shirt is jumping behind a water fountain,neutral,4275,8368
two large dogs a light colored one and a dark one are quickly moving through snowy terrain,two dogs are leaping through snowy grass and rocks,neutral,4276,8374
two dogs are jumping through snowy grass and rocks,two large dogs a light colored one and a dark one are running through snowy terrain,neutral,4277,8376
there is no dog leaping through snowy grass and rocks,two large dogs a light colored one and a dark one are running through snowy terrain,neutral,4278,8377
a girl in blue is sliding down a green slide,a girl in blue is sliding down a slide,entailment,4279,8379
the young girl in blue is having fun on a slide,the young girl in blue is enjoying a slide,entailment,4280,8381
a girl in blue is sliding down a green slide,the young girl in blue is having fun on a swing,neutral,4281,8384
a black man is walking next to a shop in a big city,a black man is walking next to a building in a big city,entailment,4282,8388
a black man is walking next to a building in a big city,a man is looking into the distance and people is walking between buildings behind,neutral,4283,8396
there is no man playing guitar next to a drummer,a man is playing guitar next to a drummer,contradiction,4284,8400
a black dog is jumping off a dock into a pond,a black dog is jumping off a dock into water,entailment,4285,8406
