pair_ID	sentence_AB	E_judgment
3899	a chetah is shaken off by its target across a field [SEP] a chetah is quickly running behind its target	2
3900	a man without a shirt is posing with the arms spread next to a woman [SEP] a shirtless woman is posing with a girl who is hiking in a park	2
3901	the parrot is talking into the mike [SEP] there is no parrot speaking	1
3902	a man and a woman are sitting in front of an art gallery and are looking at a map [SEP] a couple is looking at a map	0
3903	the men are acting on a stage [SEP] mimes are performing on a stage	2
3904	a person is not performing tricks on a motorcycle [SEP] a man on a motorcycle is riding on one wheel	2
3905	various people are eating at red tables in a crowded restaurant with purple lights [SEP] a small group of people is waiting to eat in a restaurant	2
3906	two boys and a man are playing games at an arcade [SEP] two kids and a man are playing games at an arcade	0
3907	three men are practicing karate in a field [SEP] three men are practicing karate in a gymnasium	2
3908	someone is cutting a tomato [SEP] the person is slicing a vegetable	0
3909	two brown dogs are playing with a frisbee in the water [SEP] two brown dogs are leaving a frisbee in the water	2
3910	the cat is playing keyboards [SEP] a cat is playing keyboards	0
3911	there is no girl playing the piano [SEP] a girl is playing the piano	1
3912	a young boy is jumping out of the water [SEP] a child is wearing a yellow jacket and is jumping down from a rock	2
3913	a person in a blue jacket is jumping off of a tall cement wall [SEP] the man is not performing a large jump	2
3914	the man is granting an interview [SEP] a white car is being driven by the man	2
3915	a domestic dog is licking a infant [SEP] the domestic dog is licking the infant	0
3916	a pianoforte is being played by a adult male [SEP] the play is about a happy male child playing the pianoforte	2
3917	one white domestic dog and one black one are cheerfully running side by side on the grass [SEP] a black and a white domestic dog are joyfully running on the grass	0
3918	a adult male in a red shirt is doing a fast one with a skateboard [SEP] a skateboarder is jumping in the air	2
3919	the lady is slicing up the meat [SEP] the lady isnt slicing up the meat	1
3920	a large group of asian people is eating at a restaurant [SEP] various customers are eating in a crowded restaurant with purple lights	2
3921	a man is sitting on a chair and rubbing his eyes [SEP] there is no man sitting on a chair and rubbing his eyes	1
3922	a adult female is cutting brassica oleracea italica [SEP] a adult male is cutting tomatoes	2
3923	two men are looking out and binoculars are being held by one of them [SEP] two men are looking out and one is holding binoculars	0
3924	the young male child in the blue shirt is jumping into the water [SEP] a young male child is diving into a still lake	2
3925	child in swimming suits are not playing in the water [SEP] the child are wearing bathing suits and water is splashing around	2
3926	a group of children in uniforms is standing at a gate and one is kissing the mother [SEP] a group of children wearing the same clothes is waiting at a gate and one is kissing the mother	0
3927	nobody is rinsing a steak with water [SEP] a man is rinsing a large steak	1
3928	there is no man spraying a super soaker into the mouth of a dog [SEP] a man is squirting water into the mouth of a white dog with a squirt gun	2
3929	there is no adult male spraying a super pelter into the mouth of a domestic dog [SEP] a mortal is chopping an onion	2
3930	a adult female is deep frying nutrient [SEP] some nutrient is being fried by a adult female	0
3931	the male child is riding a motorcycle on the top of a fence made of metallic element [SEP] a biker is riding along the top of a fence	0
3932	the woman wearing silver pants pink bellbottoms and a pink scarf is riding a bike [SEP] a pedestrian woman is building pink bicycles for boa wearing riders	2
3933	a smiling male child in wintertime dress is waving his mittened hands outside a building in the snowfall [SEP] a kid who is young dressed for cold weather is standing outside	2
3934	a domestic dog is excitedly playing with water in the grass [SEP] a grab is depicting some water falling in droplets on the domestic dog	2
3935	a motorcyclist without a helmet is waiting on a blue bike near the route [SEP] a motorcyclist is riding a minibike along a roadway	2
3936	the adult male is slicing a tater [SEP] potatoes are being sliced by a adult male	0
3937	a domestic dog is playing alone on the shore covered by snowfall [SEP] a domestic dog is walking along a snowdrift	2
3938	a dog is emerging from a lake [SEP] a brown and white dog is running through the river	2
3939	a little male child is sticking his lingua out for the photographic camera and another male child is looking on [SEP] a little male child is sticking his lingua out for the photographic camera and another male child is not looking	1
3940	a brown and white domestic dog is jumping in the air with a lawn tennis ball in its mouth [SEP] a brown and white domestic dog is resting on the earth with a lawn tennis ball in its mouth	1
3941	the piano is being played by a man [SEP] a blond child is going down a slide and throwing up his arms	2
3942	the adult female is adding refined sugar to the meat slowly [SEP] the adult female is adding refined sugar to the meat	0
3943	a man is spreading dough [SEP] dough is being spread by a man	0
3944	a mortal is passionately playing a guitar in front of an audience [SEP] a adult female is peeling a tater	2
3945	the adult male is doing floor exercises [SEP] a adult male is doing exercises	0
3946	there is no woman peeling a potato [SEP] the potato is being peeled by a woman	1
3947	a large dog and a small dog are standing next to the kitchen counter and are investigating [SEP] two dogs are looking up at a kitchen countertop	2
3948	the boy is enthusiastically playing in the mud [SEP] the boy is playing in the mud	0
3949	there is no man standing in the middle of a gym and is wearing a jersey [SEP] a man in a black jersey is standing in a gym	2
3950	a black domestic dog on a lead is walking in the water [SEP] a white domestic dog on a lead is walking in the water	2
3951	two young girls are sitting on the earth [SEP] two girls are sitting on the earth	0
3952	an oriental man and two women are facing a camera [SEP] a group of people is standing together and looking at the camera	0
3953	a man is slicing some bread [SEP] a person is slicing a piece of bread	0
3954	some people and vehicles are on a almost empty street [SEP] pedestrians and cars are moving through a traffic jam in a big metropolis	2
3955	the fauna with big eyes is voraciously eating [SEP] a lemur is eating	2
3956	a man and a woman are running together and holding hands [SEP] a couple is running towards the ocean	0
3957	a small domestic dog is lying on a bed [SEP] a small domestic dog is lying on the bed	0
3958	a large green ball is missing a tater [SEP] a large green ball is hitting a tater	2
3959	a man is playing a guitar [SEP] a man is playing an instrument	0
3960	the girl is wearing an orange shirt and a striped tie [SEP] a girl is wearing an orange shirt and a striped tie	0
3961	a mortal is singing and playing the guitar [SEP] the vocaliser is playing the guitar in front of a mortal	2
3962	a brown domestic dog and a black domestic dog are far from the grass [SEP] a little black domestic dog is chasing a little brown domestic dog	2
3963	two kids are pushing an inflatable crocodile in a pool [SEP] two kids are pushing past a crocodile in an inflatable pool	2
3964	a man is climbing a rope [SEP] a man is climbing up a rope	0
3965	a adult male is dancing upsidedown on the ceiling [SEP] a adult male is dancing on the ceiling of a room	0
3966	a bird is fiercely flapping its wings on the water [SEP] a brown duck with a green head is flapping its wings in the water	2
3967	a group of kids is playing on a colorful structure [SEP] there is no one climbing on the grotto with a pink interior	2
3968	a group of students in uniforms is listening attentively at the front of the class [SEP] a group of students in uniforms is ignoring the front of the class	1
3969	men are running a race [SEP] racers are running down a path	2
