premise,hypothesis,label,original_index
The Shake Shack is a favorite teen hangout most evenings.,Most evenings the Shake Shack is closed.,contradiction,413645
a worker in uniform is cleaning off the windows of a restaurant.,The worker is an independent window washer.,neutral,323496
Leaping dog sprayed by off-screen person with hose.,The leaping dog is walking in the park.,contradiction,184917
A glassblower is crafting a beautiful piece of art in his fire.,A machinist makes a gear.,contradiction,379523
Four ballerinas dancing on the stage.,All the ballerinas are taking a break on stage.,contradiction,493617
The six kids are in the shade of a leafy green tree.,Six kids are conversing outside.,neutral,12587
elderly asian man and woman sit on the ground with there baskets.,There is a married couple sitting next to some baskets,neutral,509834
A cement truck pouring cement.,a truck pours cement into a mold,neutral,113665
"Five cyclists, all wearing the same uniforms, are riding one behind the other in a bicycle race.",One cyclist met an accident in race.,contradiction,546542
A competing runner strides up a small hill.,the man is one the sidelines down with an injury,contradiction,88817
Greenbay football player is being handed a towel on the field.,The player plays for Los Angeles,contradiction,242228
A St Bernard lunges through the snow.,The dog likes the cold weather.,neutral,162152
They look so sweet when they are asleep.,The kids looks sweet while asleep.,neutral,114876
People racing on ATV's in full protective garb,"A group of people are competing on vehicles, but dressed for safety.",entailment,229712
Hard hat workers are descending into cement walls.,The workers are wearing protective gear.,entailment,428403
Light brown dog running towards something at the beach.,There is a animal at the beach.,entailment,168665
Small white dog chases orange ball,The dog is chasing a pink frisbee.,contradiction,246216
Cyclist biking down a concrete stairway.,Cyclist biking.,entailment,60748
A master chef bakes in front of his student.,A guy is baking a cake.,neutral,450891
Christmas decorations hang inside of a church,Decorations hanging outside.,contradiction,21634
People throwing beanbags on a beach.,A group tossing beanbags around near the ocean.,entailment,34528
A bricklayer smoothing out concrete.,A person is making a sidewalk.,neutral,93764
Nine females are standing in a semi-circle with black binders in their hands.,a group of people standing,entailment,110929
A jazz cover band plays under hot strobe lights.,the frog eats grass,contradiction,464251
Workers look down from up above on a piece of equipment.,Workers look at jackhammer.,neutral,467543
A beautifully dressed little girl poses in the forest with her walking stick.,a pretty girl poses with a walking stick in july,neutral,260161
Customers dining at a restaurant.,People sitting down eating.,neutral,292962
A West Highland Terrier runs across the dirt.,A dog sits on the boy's lap.,contradiction,196628
Two fellow bike riders are riding down the highway.,Two bike riders have parked their bikes.,contradiction,513276
And old woman holds a green plant outside of a rustic building.,A man with a gun standing outside of a building,contradiction,348801
What's a trip to the park without visiting the snack bar?,One wants some candy,neutral,128662
Three athletes in red and white uniforms and helmets.,The athletes are wearing a blue and black uniform.,contradiction,338066
Some asian people are looking at some products.,Tall people staring.,neutral,46658
a Starbucks barista offering up a tray of drinks,A barista is working for tips.,neutral,379792
I see two guys playing basket one with a white tee and the other with a black.,The two men are friends.,neutral,276868
Several customers shopping for vegetables in a farmer's market.,People are looking at vegetables set out for sale.,entailment,358919
3 shirtless guys are in an inflatable raft.,The raft is yellow.,neutral,236240
This man's dog looks surprised.,A cat driving a car.,contradiction,239501
A sunny day at a beach with an average amount of people.,the beach is crowded,contradiction,483606
some men are trying to place a statue down on the ground,The men were playing ping pong.,contradiction,32981
Three professionally dressed women and a man are standing up talking to each other.,A group of executives talks during a lunch meeting.,neutral,34613
two country musicians jamming it up.,People are playing music.,entailment,514051
Snowboarder on a pink board flying through the air.,A young man is performing a flip before a crowded audience.,neutral,134385
Collie dog races around a pole.,"The beagle sits inside, waiting for food.",contradiction,243925
Women join arms and dance in a circle while men watch and sing and the background.,Women are having a party.,neutral,80808
Bicycles in a race.,A boy racing with his bicycle.,entailment,378648
Window washers cleaning off huge glass window.,A man smears mud on his jeans,contradiction,23309
This over the top photo shows two men taking a break.,There are men.,entailment,452094
a picture taken from the back of osme kind of large meetinghall.,A picture was taken of a baseball field.,contradiction,485913
"Brightly dressed, feather headed wearing women competing on a stage in some sort of pagent.",Women are competing in a contest.,entailment,266322
Oriental looking young man in bakers outfit looks like he is selling his wares to young children.,The young man is riding a bicycle.,contradiction,485711
Some customers are eating at a restaurant.,People are throwing up.,contradiction,94590
Player sliding into base in a girls softball game.,the girls were having a game,entailment,144808
"People standing, sitting, and on a bike on a dock located in the middle of a body of water.",People are gathered by the water.,entailment,395970
