premise,hypothesis,label,o_index
two toddlers are eating corndogs in a waggon which is really small,two young child are eating corndogs,entailment,3572
a adult male is talking on a cell telephone,a adult male is making a telephone phone call,neutral,3573
a domestic dog in the pace is running across colored coats,a brown and black domestic dog is running through the leaf,neutral,3574
a white cat perched on a small wooden cabinet is looking outside the window,the cat perched on the table is looking curiously out the window,entailment,3575
a woman is not riding a horse,a woman is riding a horse,contradiction,3576
a girl in a band is playing the transverse flute,a male child in a band is playing the transverse flute,neutral,3577
a cluster of boys are playing with a ball in front of a large door made of wood,the child are playing in front of a large door,entailment,3578
the survey theme is a photographic camera adult male,the adult male in the purple hat is operating a photographic camera that makes picture,neutral,3579
a adult male in a purple colored suit of clothes is standing by a purple example and is playing a guitar,the adult male is playing the guitar and has the guitar example open for donations,neutral,3580
a brown and white domestic dog is jumping in the air with a lawn tennis ball in its mouth,a domestic dog is missing the ball in mid air,neutral,3581
the military military officer is shouting at the recruits,a rollerblader is performing a fast one on a incline,neutral,3582
a young kid is wearing a white coat and playing a game,a kid who is young is wearing a white coat and playing a game,entailment,3583
three children are running up hill,a pet dog is standing on the bank and is looking at another brown dog in the pond,neutral,3584
there is no domestic dog turning on the grass and pursuing a flying ball,a yellow domestic dog is chasing a ball,neutral,3585
there is no mortal kicking a association football ball between somebodys feet,the association football participant is kicking the ball between somebodys legs,contradiction,3586
a icon is being drawn by a adult male,a adult male is drawing a icon,entailment,3587
two young girl are looking up at the photographic camera and one is sticking out his lingua,a little male child is sticking his lingua out for the photographic camera and another male child is looking on,neutral,3588
a adult female is looking into the distance and people are walking between buildings behind,a adult male is playing a transverse flute,neutral,3589
a male child is comfortably sitting in a room and playing a pianoforte by a lamp,a male child is sitting in a room and playing a pianoforte by lamp visible light,entailment,3590
the cat is hungrily drinking milk,drinking milk helps a cats hunger,neutral,3591
the girl is recklessly jumping onto a car,one girl is jumping on the car,entailment,3592
two men are playing table tennis,two men are playing ping pong,entailment,3593
the girl is using an eye pencil on her eyelid,the girl is not using an eye pencil on her eyelid,contradiction,3594
there is no man on a boat in front of the sunset,a man is on a boat in front of the sunset,contradiction,3595
a black and white domestic dog is jumping for a ball,the black and white domestic dog is jumping for the ball,entailment,3596
a few people are sitting on a bench under some thenar trees,the people are sitting on a bench in front of a eatery,neutral,3597
a adult male dressed in black is wearing an elaborate black mask,a adult male is holding a mask in his raised hand,neutral,3598
some pieces of butter are being added to the stand mixer,pieces of butter are being added to the stand mixer,entailment,3599
a young lady with visible light brown hair is wearing a red necklace a sweatshirt and earrings and is smiling,there is no young lady with visible light brown hair wearing a red necklace a sweatshirt and earrings and smiling,contradiction,3600
two boys are wearing brown shirts and are tugging at a rope on a wooden platform,two twin preteen boys are playing with card game,neutral,3601
a small male child in a striped shirt is sliding out of a green tube,a little male child is crawling in a green tunnel with a smile on his human face,neutral,3602
a man is playing a flute,the man is not playing the guitar,entailment,3603
two dogs are running through high grass,two large dogs are frolicking in a grassy field,neutral,3604
a adult female is carefully deboning a fish,a adult male is catching a fish,neutral,3605
a domestic dog is jumping in the shadiness of some trees,a true cat is jumping high into the air in the state,neutral,3606
a black adult male is walking next to a store in a big metropolis,a black adult male is walking next to a building in a big metropolis,entailment,3607
some furious racers on the green grass are yelling at the horses jumping an obstacle,the jockeys are racing horses on the field which is completely green,neutral,3608
a big brown and white spotted domestic dog is lying on a jacket on the street,a small brown and white spotted domestic dog is lying on a jacket on the street,neutral,3609
